A1_187ef4436122d1cc2f40dc2b92f0eba0,ab,介词,Ab morgen muss ich arbeiten.,1.from / off,从明天开始我必须工作。,
A1_57d0e82d092cdad515aeeabfe24d81ba,Buch,名词,Gute Bücher sind oft sehr teuer.,1.书本/书<br>2.书本/书,好书往往非常昂贵。,<font color='#FFFF33'> das Buch</font><br>Bücher
A1_b5af114b9efec57b96c2ccc104ebc31b,Buchstabe,名词,Diesen Buchstaben gibt es in meiner Sprache nicht.,1.字母,这封信在我的语言中不存在。,<font color='#3399FF'> der Buchstabe</font><br>Buchstaben
A1_98d3b9c725bfffe82cf13fd53759bdc9,buchstabieren,动词,Bitte buchstabieren Sie Ihren Namen.,1.spell,请拼出你的名字。,"buchstabiert"
A1_6e4b38bfd57741ac1597c440a1c98074,Bus,名词,Wann kommt der nächste Bus?,1.zh,下一趟公共汽车什么时候来？,<font color='#3399FF'> der Bus</font><br>BusseBuses<font color='#3399FF'> der Bus</font><br>Busse<font color='#3399FF'> der Bus</font><br>—
A1_e5961b0baa369b1c565601db04d82c3c,Butter,名词,Für mich bitte ein Brötchen mit Butter und Käse.,1.牛油/黄油/酥油,请给我一份黄油和奶酪卷。,—<font color='#FFFF33'> das Butter</font><br>Butters
A1_4655bd14eebfaf444e5b33d6851dbbd0,Café,名词,Sollen wir uns im Café treffen?,1.咖啡馆,我们应该在咖啡馆见面吗？,<font color='#FFFF33'> das Café</font><br>Cafés
A1_4170acd6af571e8d0d59fdad999cc605,CD,缩写,Bring bitte deine Lieblings-CD mit.,1.compact disc / CD,请随身携带您最喜爱的 CD。,
A1_8fd82b8864d71ed7fa12b59e6e34cd1c,Chef,名词,Wir haben eine neue Chefin.,1.boss / manager,我们有一个新老板。,<font color='#3399FF'> der Chef</font><br>Chefs
A1_5dbd452d2e92deec202d7b9ebc36ef87,circa/ca.,-,Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.,大约/大约。,从美因茨到法兰克福大约有五十公里。,
A1_181900dad960beccb34f53c4e0ff4647,Computer,名词,Wann bekommst du deinen neuen Computer?,1.计算机/电脑,你什么时候能收到你的新电脑？,<font color='#3399FF'> der Computer</font><br>Computer
A1_5ca2aa845c8cd5ace6b016841f100d82,da,副词,Da hinten ist er ja.,1.那里<br>2.leather / there / here / when,他又回来了。,
A1_3bf21f59fd817dcd723b34ad7396ca74,Dame,名词,Sehr geehrte Damen und Herren!,1.lady / checkers / draughts,女士们，先生们！,<font color='#FF99CC'> die Dame</font><br>Damen只有复数形式<br>—
A1_7122fdd3ec987fef7e707364b54c36ce,daneben,副词,Du kennst doch die Post. Daneben ist die Bank.,1.next to / that,你知道邮局。旁边就是银行。,
A1_f35f38bb29394699301817e412626097,danken,动词,Ich danke Ihnen für die Einladung.,1.thank,感谢您的邀请。,"gedankt"
A1_de2604b8a4f633a0c0d58518072ecc1f,Dank,名词,Vielen Dank!,1.gratitude<br>2.thank / thanks,谢谢你！,<font color='#3399FF'> der Dank</font><br>—
A1_eedc18ce8c3cd817f5e321201de03a9f,danke,感叹词,"Soll ich Ihnen helfen? - Nein, danke!",1.谢谢,你需要我帮你吗？ - 不，谢谢！,
A1_10e7b30d8f61e75d28a03ec651f8b112,dann,副词,"Ich muss noch schnell zur Post, dann komme ich.",1.then,我得赶紧去邮局然后我就来。,
A1_9ba51734ced032fd8ec25acfb387a23f,Datum,名词,Bitte schreiben Sie noch das Datum auf das Formular.,1.date<br>2.datum,请在表格上写下日期。,<font color='#FFFF33'> das Datum</font><br>Daten
A1_f9add472ecba430a367af35895785c91,dauern,动词,Wie lange dauert der Film?,1.take time / last<br>2.last,影片时长是多少？,"gedauert"
A1_3dfceeb96d207a83b7bdc7f43ebf9ee1,dein-,-,Ist das dein Auto?,你的-,那是你的车吗？,
A1_17bcd7ce26aaffc0f3c8a276f9610c48,denn,连词,"Ich kann nicht kommen, denn ich bin krank.",1.since#Konjunktion / because / than,我不能来，因为我病了。,
A1_7dcfa1ae6810809f91266e56042694c6,dich,人称代词,Die Blumen sind für dich.,1.你<br>2.yourself,花是给你的。,
A1_9cfe3267d11c8d248ed386f7112ccdae,dies-,-,Ich nehme lieber diesen Kuchen.,这-,我宁愿吃这个蛋糕。,
A1_736007832d2167baaae763fd3a3f3cf1,dir,人称代词,Gefallen dir die Blumen?,1.say / thou / thee / you / tell,你喜欢花吗？,
A1_6b8a071d3bbcb8dbc788e488f7ece25c,Disco,名词,Heute abend gehen wir in die Disco tanzen.,1.nightclub / discotheque,今晚我们要去迪斯科舞厅跳舞。,<font color='#FF99CC'> die Disco</font><br>Discos
A1_555e1f67caaa9f97b9845766bfcbbc88,Doktor,名词,Meine Tochter ist krank. Wir gehen zum Doktor.,1.大夫<br>2.博士,我女儿病了。我们要去看医生。,<font color='#3399FF'> der Doktor</font><br>
A1_9ae613c2c01b3359dcfa36e96ea1d25e,Doppelzimmer,名词,Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?,1.twin / double room / double bedroom / twin room,您想要双人间还是单人间？,<font color='#FFFF33'> das Doppelzimmer</font><br>Doppelzimmer
A1_7783b2f4f8d4b0946ee5951a94753b09,Dorf,名词,Meine Familie lebt in einem Dorf.,1.村<br>2.village,我的家人住在一个​​村庄。,<font color='#FFFF33'> das Dorf</font><br>Dörfer
A1_803a2f61bc314044dc33802270845de5,dort,副词,Deine Tasche kannst du dorthin stellen.,1.there,你可以把包放在那里。,
A1_08a4fd2cc7de634479900251ada2720d,draußen,副词,Wollen wir draußen sitzen?,1.outdoors / outside / out of doors,我们想坐在外面吗？,
A1_755bbd7da4c464a53490703647c6067f,drucken,动词,Bitte drucke das Formular für mich.,1.print,请帮我打印表格。,"gedruckt"
A1_48258ed374171337632a589a39ea8b2b,Drucker,名词,Mein Drucker ist kaputt.,1.打印机<br>2.printer,我的打印机坏了。,<font color='#3399FF'> der Drucker</font><br>Drucker
A1_a936dffdc64fb9deb21c7671edc68cd4,drücken,动词,"Drück hier, dann geht der Computer an.",1.press / push / be too tight / shake<br>2.hug,按此处，计算机将打开。,"gedrückt"
A1_fcf8a00e2b345e0899280773c46ed69f,durch,介词,Am besten gehen Sie durch die Breite Straße.,1.through / finished<br>2.well done / by,最好穿过Breite Straße。,
A1_03c97cddc0bf78198e6fe5456484ce61,Durchsage,名词,Ich habe die Durchsage nicht verstanden.,1.announcement,我没看懂这个公告。,<font color='#FF99CC'> die Durchsage</font><br>Durchsagen
A1_6e094e344f3c0ef81461d7d63469edf5,dürfen,动词,Sie dürfen hier nicht rauchen.,1.may<br>2.allowed,这里不准吸烟。,"gedurft"
A1_a1df3db0ec71656d6a4ba1313f76a98e,Durst,名词,Hast du etwas zu trinken? Ich habe großen Durst.,1.口渴<br>2.thirst,你有喝的吗？我很渴。,<font color='#3399FF'> der Durst</font><br>—
A1_a783b73e2c07882c9b44cf81991eecd5,duschen,动词,"Ich bade nicht so gern, ich dusche lieber.",1.have a shower / shower / take a shower,我不太喜欢洗澡，我更喜欢淋浴。,"geduscht"
A1_4be52cf0e418fec6a7f704a8d6a08f21,Dusche,名词,Unsere Wohnung hat nur eine Dusche.,1.shower bath / shower,我们的公寓只有一个淋浴间。,<font color='#FF99CC'> die Dusche</font><br>Duschen
A1_55c940fb7e65012aac24f469f6c59bbe,Ecke,名词,An der nächsten Ecke links.,1.corner / angle / edge / vertex<br>2.corner,在下一个拐角处左边。,<font color='#FF99CC'> die Ecke</font><br>Ecken
A1_322f9699ac535217d746a96b8a8fd31a,Ehefrau,名词,"Meine Ehefrau fragt sich immer, warum sie mich geheiratet hat.",1.太太/妻子/內人,我的妻子总是想知道她为什么嫁给我。,<font color='#FF99CC'> die Ehefrau</font><br>Ehefrauen
A1_979be9006a8588ccf71540a6b075dee6,Ehemann,名词,Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.,1.丈夫,这是我的丈夫/妻子。,<font color='#3399FF'> der Ehemann</font><br>Ehemänner
A1_4d9753e2cbdc71fe340a8c974d14ef36,Ei,名词,Möchtest du ein Ei zum Frühstück?,1.卵/卵细胞<br>2.蛋,早餐要吃鸡蛋吗？,<font color='#FFFF33'> das Ei</font><br>Eier
A1_5f640c98bca59c336d5aaedf92002763,eilig,形容词,Hast du es eilig?,1.hasty<br>2.urgent,您是不是在赶时间？,
A1_2bbc4460467f88355888a12879d55995,ein-,前缀,Ich nehme ein Bier. Willst du auch eins?,1.in,我要一杯啤酒。你也想要一个吗？,
A1_d3cc0884b6eb8a7424a4047082836e77,einfach,形容词,Die Prüfung ist ganz einfach.,1.简单/单纯<br>2.单一,测试非常简单。,
A1_4bf36f0de2267b4036d8bc08a8161116,Eingang,名词,Der Eingang ist um die Ecke.,1.入口/大门,入口就在拐角处。,<font color='#3399FF'> der Eingang</font><br>Eingänge
A1_871ce69f22f5044d474a4fd8b9691ed3,einkaufen,动词,Ich muss noch für morgen einkaufen.,1.buy / go shopping<br>2.buy in,明天我还得去买东西。,"eingekauft"
A1_cca9d3d2f8545c887810cf9867df75f2,einladen,动词,Darf ich Sie zu einem Kaffee einladen?,1.invite<br>2.invite,我可以请你喝咖啡吗？,"eingeladen"
A1_cc1dfca575f7f1b94d8fd4768d3e7d01,Einladung,名词,Danke für die Einladung!,1.invitation,感谢您的邀请！,<font color='#FF99CC'> die Einladung</font><br>Einladungen
A1_084b155b5054613089d8081205032aa1,einmal,副词,Diese Prüfung mache ich nicht noch einmal.,1.one time / once<br>2.one time / once,我不会再参加这个测试了。,
A1_d54550709eebc84210725ff1d23125ac,einsteigen,动词,"Schnell, steig ein, der Zug fährt gleich.",1.board / get in<br>2.climb in / get in / einsteigen,快点上车吧，火车马上就要开了。,"<font color='#FF6600'>sein</font> eingestiegen"
A1_50082d0fa8d25e715d4cc93252e84d93,Eintritt,名词,Der Preis für den Eintritt ist 5 Euro.,2.joining,入场费为 5 欧元。,<font color='#3399FF'> der Eintritt</font><br>Eintritte
A1_461b6e31af470da1b2c57857e681889e,Einzelzimmer,名词,Haben Sie noch ein Einzelzimmer?,1.single room,请问还有单间吗？,<font color='#FFFF33'> das Einzelzimmer</font><br>Einzelzimmer
A1_3da041ab3185f753e1017bb31bf4a70b,Eltern (pl.),-,Meine Eltern leben in Spanien.,父母（复）,我的父母住在西班牙。,
A1_c0113f364d308b1c6bb3138e67627339,E-,-,"Mail, -s Ich habe Ihre E-Mail nicht bekommen.",电子-,邮件，-s 我没有收到你的电子邮件。,
A1_889e0013996756b3434cb04de2f02c24,Empfänger,名词,"Auf dem Brief steht dein Name, also bist du der Empfänger.",1.addressee / receiver<br>2.receiver,信上有你的名字，所以你就是收件人。,<font color='#3399FF'> der Empfänger</font><br>Empfänger
A1_b3833e3452bdb13f16b4f32ae11790c4,empfehlen,动词,Welchen Wein können Sie mir empfehlen?,1.建议/引荐<br>2.remember oneself,您可以向我推荐哪款酒？,"empfohlen"
A1_449f4defede1c1b0e8b35e3614daf41f,enden,动词,Die Straße endet hier.,1.end<br>2.end,路到这里就结束了。,"geendet"
A1_37958de49a6922465be7cb2a71a8ee13,Ende,名词,Sie wohnt am Ende der Straße.,1.end<br>2.end,她住在街的尽头。,<font color='#FFFF33'> das Ende</font><br>Enden
A1_b73ac93ab834ba74475ece07e19a0d34,entschuldigen,动词,Entschuldigen Sie bitte!,1.excuse / apologize<br>2.apologize,对不起，请原谅！,"entschuldigt"
A1_5e7fdd568b18c8d7d29e1c827295206d,Entschuldigung,名词,Entschuldigung! – Bitte.,1.对不起<br>2.excuse me / excuse,打扰一下！ - 请。,<font color='#FF99CC'> die Entschuldigung</font><br>Entschuldigungen
A1_818f9c45cfa30eeff277ef38bcbe9910,er,人称代词,Er heißt Ali.,1.他,他的名字叫阿里。,
A1_cbdbdb72014d1074733ebb6e458c3eb8,Ergebnis,名词,Das Ergebnis des Tests bekommen Sie in zwei Wochen.,1.成果/结果/果,您将在两周内收到测试结果。,<font color='#FFFF33'> das Ergebnis</font><br>Ergebnisse
A1_42760d060aeb6d9c22088f0d1ae1f9e4,erklären,动词,Kannst du mir das erklären?,1.explain<br>2.state / announce / pronounce / declare,你能向我解释一下吗？,"erklärt"
A1_05dc1363150fc27201368cb6c8f98863,erlauben,动词,Rauchen ist hier nicht erlaubt.,1.allow / permit<br>2.indulge,这里禁止吸烟。,"erlaubt"
A1_675ea3e2e5a3ab92b6f694cffed29876,Erwachsene,名词,Dieser Film ist nur für Erwachsene.,1.成年人,这部电影仅供成人观看。,<font color='#FF99CC'> die Erwachsene</font><br>
A1_831a6cf28b149dd001bb2f3e8cd814e5,erzählen,动词,Wir müssen euch etwas erzählen!,1.narrate<br>2.tell,我们必须告诉你一件事！,"erzählt"
A1_12470fe406d44017d96eab37dd65fc14,es,人称代词,Es regnet.,1.I / it,下雨了。,
A1_c0ea1b785cee9fba54efbcfa9b678eb0,essen,动词,Was gibt es zu essen?,1.吃/食/喫/吃饭<br>2.吃/食/喫,有什么吃的？,"gegessen"
A1_c421f40033caf1cdc102e879a1e73869,Essen,名词,Das Essen ist heute sehr gut.,1.埃森,今天的食物非常好。,<font color='#FFFF33'> das Essen</font><br>Essen—
A1_c70af68f3a59f68a1c27e4d8ec7c3f61,euer,所有格代词,Euer Kurs beginnt heute.,1.your,你的课程从今天开始。,
A1_7192a147572e9d00f660ca3982d05a17,fahren,动词,Ich fahre mit dem Auto zur Arbeit.,1.drive / go by vehicle / cart / ride<br>2.go / cart / sail,我开车去上班。,"<font color='#FF6600'>sein</font> gefahren"
A1_671852c4fa728bdbe4b4688add690ccb,Fahrer,名词,Bitte nicht mit dem Fahrer sprechen!,1.司机<br>2.driver / chauffeur,请不要与司机说话！,<font color='#3399FF'> der Fahrer</font><br>Fahrer
A1_a8d93f1b63ba68a8ced63958465a6972,Fahrkarte,名词,Hast du schon eine Fahrkarte?,1.ticket,您已经有票了吗？,<font color='#FF99CC'> die Fahrkarte</font><br>Fahrkarten
A1_c6afe75f57380c522f82375175ed627f,Fahrrad,名词,Fährst du mit dem Fahrrad oder mit dem Auto?,1.自行车/单车/單車,您骑自行车还是开车旅行？,<font color='#FFFF33'> das Fahrrad</font><br>Fahrräder
A1_8042c2ef76e94fb1b546ec621c46c769,falsch,形容词,Das ist falsch.,1.wrong,那是错误的。,
A1_8a5a0eae251267eb349bf9db3e09712d,Familie,名词,Meine Familie lebt in Spanien.,1.家族/家庭,我的家人住在西班牙。,<font color='#FF99CC'> die Familie</font><br>Familien
A1_202d936361866f5a9ef0bc2ca00570c8,Familienname,名词,Meine Familiennamen sind García González.,1.姓/姓氏,我的姓氏是加西亚·冈萨雷斯。,<font color='#3399FF'> der Familienname</font><br>Familiennamen
A1_52b7438c976d9cc1ac0faee13cf87107,Familienstand,名词,Bei „Familienstand“ musst du „ledig“ ankreuzen.,1.marital status,在“婚姻状况”下，您必须勾选“单身”。,<font color='#3399FF'> der Familienstand</font><br>Familienstände
A1_16fd55d02a23f31097ca58eccfeec97c,Farbe,名词,Die Farbe gefällt mir gut.,1.颜色<br>2.涂料,我喜欢这个颜色。,<font color='#FF99CC'> die Farbe</font><br>Farben
A1_9810aa2b9f44401be4bf73188ef2b67d,Fax,名词,Schicken Sie uns einfach ein Fax!,1.传真<br>2.fax,只需给我们发传真即可！,Faxe
A1_ca3c748a21c41a051546efff26445dd7,Feier-,-,Am Montag ist Feiertag.,庆典-,星期一是假期。,
A1_dc625f0aeff21ca901f24d025fa67997,feiern,动词,Wir feiern heute meinen Geburtstag.,1.celebrate,今天我们庆祝我的生日。,"gefeiert"
A1_6a8f1483ae715836ed82e1d7a25ee1ba,fehlen,动词,"Herr Müller ist nicht da, er fehlt schon seit drei Tagen.",1.be short / miss / be missing / lack<br>2.be wrong,穆勒先生不在，他已经失踪三天了。,"gefehlt"
A1_52e5304c8c7dfe795117f86497f74b8d,Fehler,名词,Diesen Fehler mache ich immer.,1.mistake / error<br>2.fault / blemish / defect / flaw,我总是犯这个错误。,<font color='#3399FF'> der Fehler</font><br>Fehler
A1_6221960f54c65912c32d75cbc1d7ca00,fernsehen,动词,Wollen wir heute Abend mal fernsehen?,1.watch TV,今晚我们看电视吗？,"ferngesehen"
A1_52ce9e11976c43e5295b591279c94ed4,fertig,形容词,Bist du fertig?,1.done / ready<br>2.finished,你准备好了吗？,
A1_7f9f6b05e90a7352b034522875f68428,Feuer,名词,Haben Sie Feuer?,1.火<br>2.火,你有火吗？,<font color='#FFFF33'> das Feuer</font><br>Feuer
A1_bd65a17170e2b44d8ca0f4da4d5db28e,Fieber,名词,Mein Mann hat noch immer Fieber.,1.fever<br>2.fever,我丈夫还在发烧。,<font color='#FFFF33'> das Fieber</font><br>Fieber
A1_bae9023301664a3ea829a63c67d6f882,Film,名词,Ich möchte gern diesen Film sehen.,1.薄膜<br>2.胶卷/胶片,我想看这部电影。,<font color='#3399FF'> der Film</font><br>Filme
A1_cf0241d3f16356e5c4822b8fa50eed9a,finden,动词,Wir müssen den Schlüssel finden.,1.find,我们必须找到钥匙。,"gefunden"
A1_797b203e111a213f0b557af23b023feb,Firma,名词,Er arbeitet jetzt bei einer anderen Firma.,1.firm<br>2.company / business,他现在在另一家公司工作。,<font color='#FF99CC'> die Firma</font><br>Firmen
A1_32ec64b1f711aabac1ba4d708950df28,Fisch,名词,Ich esse gern Fisch. Fleisch mag ich nicht.,1.鱼,我喜欢吃鱼。我不喜欢吃肉。,<font color='#3399FF'> der Fisch</font><br>Fische
A1_6922415c15257081de2e6e99f0a1cf3a,Flasche,名词,"Eine Flasche Bier, bitte.",1.瓶子<br>2.loser,请给我一瓶啤酒。,<font color='#FF99CC'> die Flasche</font><br>Flaschen
A1_b68f45896156a7fcb69fd19aa4768c1a,Fleisch,名词,Fleisch mag ich nicht.,1.flesh<br>2.肉,我不喜欢吃肉。,<font color='#FFFF33'> das Fleisch</font><br>—
A1_0750ec461d117d27569dc027803af504,fliegen,动词,Ich fliege nicht gern. Deshalb fahre ich mit dem Zug.,1.fly<br>2.aviate / fly,我不喜欢飞行。这就是我坐火车的原因。,"<font color='#FF6600'>sein</font> geflogen"
A1_9db941b33fc10939732a659ed4a0e15b,abfliegen,动词,Wann fliegst du ab?,1.飞走,你什么时候走？,"<font color='#FF6600'>sein</font> abgeflogen"
A1_6070209db68f63d5adc70a01159bd96b,Abflug,名词,Der Abflug ist um 11.20 Uhr.,1.departure<br>2.takeoff,出发时间为上午 11:20,<font color='#3399FF'> der Abflug</font><br>Abflüge
A1_c2f7ea6cc86106235455bf7d1367e21d,Flughafen,名词,Kannst du mich zum Flughafen bringen?,1.飞机场,你能送我去机场吗？,<font color='#3399FF'> der Flughafen</font><br>Flughäfen
A1_425e135757720fd2248c543221e09c48,Flugzeug,名词,Das Flugzeug aus Berlin kommt heute später an.,1.飞机,从柏林起飞的飞机今天晚些时候抵达。,<font color='#FFFF33'> das Flugzeug</font><br>Flugzeuge
A1_c25208ac7e87530e65bd04df6a10d6fd,Formular,名词,Sie müssen dieses Formular ausfüllen.,1.form,您必须填写此表格。,<font color='#FFFF33'> das Formular</font><br>Formulare
A1_a5163fe21f330316158294f4b906f597,Foto,名词,Darf ich ein Foto machen?,1.照片,我可以拍照吗？,Fotos<font color='#3399FF'> der Foto</font><br>Fotos
A1_91d0da73a05428fa3323c69e001c85a1,fragen,动词,Er möchte Sie etwas fragen. Wann kommen Sie?,1.问/讯问<br>2.wonder,他想问你一些事情。你什么时候来？,"gefragt"
A1_7715636d2deccc6f6edb6ebe342248ec,Frage,名词,Ich habe eine Frage.,1.question<br>2.issue / question,我有一个问题。,<font color='#FF99CC'> die Frage</font><br>Fragen
A1_86dd3534fc5d36a81e6b25ef2eef9c52,Frau,名词,Das ist Frau Becker.,1.女人<br>2.spouse / wife,这是贝克尔女士。,<font color='#FF99CC'> die Frau</font><br>Frauen
A1_ea34c1fcf02b7ca57c0d578bacf6d2c8,frei,形容词,Ist der Platz noch frei?,1.自由<br>2.free,空间还可以吗？,
A1_1705f2691d5a246ffdf79a73969caeb7,Freizeit,名词,In meiner Freizeit spiele ich oft Fußball.,1.空暇,在我的空闲时间我经常踢足球。,<font color='#FF99CC'> die Freizeit</font><br>Freizeiten
A1_b9a362f4351c4cb2d7b0997b9911533b,fremd,形容词,Das weiß ich nicht; ich bin fremd hier.,1.strange<br>2.strange,我不知道；我是这里的陌生人。,
A1_e01839c3d5c62f02de0bd212a5ad7115,freuen,动词,Ich freue mich auf den Urlaub.,1.rejoice / be pleased / be glad / be happy<br>2.look forward to,我很期待假期的到来。,"gefreut"
A1_57b456ea676a8bb98bbff71c6f5389b4,Freund,名词,Das ist ein Freund von mir.,1.朋友,这是我的一个朋友。,<font color='#3399FF'> der Freund</font><br>Freunde
A1_17d70d33d01b20e7f1575fa54704dc71,früher,形容词,Früher waren wir oft zusammen im Kino.,1.early<br>2.former / erstwhile / used to / before / formerly,我们过去常常一起去看电影。,
A1_00aaf98724d05d84729bfbcc24759466,frühstücken,动词,Am Sonntag frühstücke ich gern im Bett.,1.breakfast<br>2.breakfast,周日我喜欢在床上吃早餐。,"gefrühstückt"
A1_2bfa2baf31588aa235001c7453b54046,Frühstück,名词,Möchtest du ein Ei zum Frühstück?,1.早餐,早餐要吃鸡蛋吗？,<font color='#FFFF33'> das Frühstück</font><br>Frühstücke
A1_f0fb5835213d01b1111c82fa81c2b5d6,Führung,名词,Die Führung durch das Haus beginnt in 3 Minuten.,1.conduct / command / direction / leadership / management<br>2.conduct / command / direction / leadership / management,房屋参观将在 3 分钟后开始。,<font color='#FF99CC'> die Führung</font><br>Führungen
A1_5b061ce050fd1bc0b8a0831ce52009fa,für,介词,Das ist für Sie.,1.for,这是给您的。,
A1_ad0fdfceaa26c24abc5420ec0e187b32,Fuß,名词,Der linke Fuß tut mir weh.,1.foot<br>2.leg,我的左脚很痛。,<font color='#3399FF'> der Fuß</font><br>Füße
A1_2c332c6d2c2a4044b055c7bfc3240adb,Fußball,名词,Spielt ihr gerne Fußball?,1.足球<br>2.football / soccer ball,你喜欢踢足球吗？,<font color='#3399FF'> der Fußball</font><br>Fußbälle
A1_d9ffbeefd5cce11b4c642895d6c35b9a,Garten,名词,Wir haben leider keinen Garten.,1.garden<br>2.plants in tubs,不幸的是我们没有花园。,<font color='#3399FF'> der Garten</font><br>Gärten
A1_0aa7015fbee329464981c3654f3119fd,Gast,名词,Am Wochenende haben wir mehrere Gäste.,1.客人/客/宾客/宾/来宾,周末我们有几位客人。,<font color='#3399FF'> der Gast</font><br>Gäste<font color='#3399FF'> der Gast</font><br>Gasten
A1_08a8b8cf7478e93b805a3b4d081e15fe,geben,动词,Kannst du mir bitte deinen Kugelschreiber geben?,1.给<br>2.有,你能把你的笔给我吗？,"gegeben"
A1_95c6f31967ea8bddd62aa418a5b556fe,geboren,形容词,Ich bin in Zagreb geboren.,1.born / nee / née,我出生在萨格勒布。,
A1_f63665d3f5c175814490218d44c62f18,Geburtsjahr,名词,"Das Geburtsjahr Ihres Sohnes, bitte?",出生年份,请问您儿子的出生年份？,<font color='#FFFF33'> das Geburtsjahr</font><br>Geburtsjahre
A1_919faaf67e1953aa59d58c367ae6470c,Geburtsort,名词,Bitte schreiben Sie Ihren Geburtsort auf das Formular.,1.birthplace,请在表格上写下您的出生地。,<font color='#3399FF'> der Geburtsort</font><br>Geburtsorte
A1_c5c0b38ed571190b92ef2995e27b0bab,Geburtstag,名词,Herzlichen Glückwunsch zum Geburtstag!,1.生日/生辰/诞/誕辰/诞辰,生日快乐！,<font color='#3399FF'> der Geburtstag</font><br>Geburtstage
A1_fcc95d9e6b6a682eab41221e697e1ff3,gefallen,形容词,Das gefällt mir.,1.fallen / please,我喜欢这样。,
A1_f033703ab5bc4bd4d1c3a85830786d2f,gegen,介词,Fahr nicht gegen den Baum!,1.into / against<br>2.against,别撞树！,
A1_fbd50dafc726b0c5d5f6e4b3dd8a4482,gehen,动词,"Ich weiß nicht, wie das geht.",1.走,我不知道该怎么做。,"<font color='#FF6600'>sein</font> gegangen"
A1_7342108aed69007b7f6993791ff8144a,gehören,动词,Wem gehört das?,1.belong,这是属于谁的？,"gehört"
A1_806492a0ee215465a4b4d7d6fb9124f7,Geld,名词,Hast du noch Geld?,1.钱,你还有钱吗？,<font color='#FFFF33'> das Geld</font><br>Gelder
A1_f38024b41c1a28301e6796f94382ca1d,Gemüse,名词,Gemüse brauchen wir auch noch.,1.蔬菜,我们还需要蔬菜。,<font color='#FFFF33'> das Gemüse</font><br>Gemüse
A1_66aa5af4951a3ff42a9300f68e7de822,Gepäck,名词,Wollen Sie Ihr Gepäck mitnehmen?,1.luggage,您想随身携带行李吗？,<font color='#FFFF33'> das Gepäck</font><br>Gepäcke
A1_a80ff070310a648aba07e2b4694983cb,gerade,形容词,Da kommt er ja gerade.,1.straight / precisely / just / especially<br>2.really / exactly / even,他就是从那里来的。,
A1_5f5c017fed8b8b2a154dde3c362e2148,geradeaus,副词,Gehen Sie immer geradeaus!,1.straight ahead,永远直走！,
A1_1cee5d4bca9b07a93628e148bfc04b9a,gern(e),-,Ich gehe gerne einkaufen.,乐意）,我喜欢去购物。,
